population,price,income,employment,poverty,area,tract
7068,464300,74737,64.4,542,1764,"Census Tract 5531, Los Angeles County, California"
7146,343300,83379,60,334,1765,"Census Tract 5532, Los Angeles County, California"
3365,376100,73236,57.7,309,1766,"Census Tract 5533, Los Angeles County, California"
3700,288300,61446,65.3,230,1767,"Census Tract 5534, Los Angeles County, California"
4001,411000,51620,74.4,428,1768,"Census Tract 5535.02, Los Angeles County, California"
3012,357600,55262,60,271,1769,"Census Tract 5535.03, Los Angeles County, California"
6107,322700,59214,60.9,543,1770,"Census Tract 5535.04, Los Angeles County, California"
4995,358100,57783,66.3,307,1771,"Census Tract 5536.01, Los Angeles County, California"
4562,240700,52473,66.8,415,1772,"Census Tract 5536.02, Los Angeles County, California"
3950,333200,53370,64.9,492,1773,"Census Tract 5537.01, Los Angeles County, California"
4605,304100,49548,65.7,505,1774,"Census Tract 5537.02, Los Angeles County, California"
4290,120000,49673,60.6,412,1775,"Census Tract 5538.01, Los Angeles County, California"
6360,392400,46453,58.9,1020,1776,"Census Tract 5538.02, Los Angeles County, California"
6800,286300,58930,61.3,575,1777,"Census Tract 5539.01, Los Angeles County, California"
5786,449800,51739,69.7,769,1778,"Census Tract 5539.02, Los Angeles County, California"
4164,433900,74355,65.7,244,1779,"Census Tract 5540.01, Los Angeles County, California"
5406,435300,59112,62,511,1780,"Census Tract 5540.02, Los Angeles County, California"
3976,450000,52977,66.3,439,1781,"Census Tract 5541.01, Los Angeles County, California"
1646,357500,91516,71.4,19,1782,"Census Tract 5541.03, Los Angeles County, California"
2279,352300,48741,59.6,125,1783,"Census Tract 5541.04, Los Angeles County, California"
4438,449100,43244,71.3,526,1784,"Census Tract 5541.05, Los Angeles County, California"
3639,476900,81252,66,211,1785,"Census Tract 5542.01, Los Angeles County, California"
3705,463800,56877,66.4,307,1786,"Census Tract 5542.03, Los Angeles County, California"
4257,427600,38172,48.5,552,1787,"Census Tract 5542.04, Los Angeles County, California"
3784,58800,67274,68.4,321,1788,"Census Tract 5543.01, Los Angeles County, California"
3919,256500,54070,71.9,391,1789,"Census Tract 5543.02, Los Angeles County, California"
5812,352800,54350,66.6,750,1790,"Census Tract 5544.03, Los Angeles County, California"
4367,445900,58740,57.4,461,1791,"Census Tract 5544.04, Los Angeles County, California"
3164,460800,70479,61.4,272,1792,"Census Tract 5544.05, Los Angeles County, California"
4854,647200,72242,64.6,284,1793,"Census Tract 5544.06, Los Angeles County, California"
4084,656500,120672,60.7,27,1794,"Census Tract 5545.11, Los Angeles County, California"
5931,588100,119344,56.5,84,1795,"Census Tract 5545.12, Los Angeles County, California"
2849,559900,102685,61.4,36,1796,"Census Tract 5545.13, Los Angeles County, California"
4513,587500,88062,54.8,182,1797,"Census Tract 5545.14, Los Angeles County, California"
3651,660100,112768,58.3,146,1798,"Census Tract 5545.15, Los Angeles County, California"
3782,660700,116134,65.6,194,1799,"Census Tract 5545.16, Los Angeles County, California"
4821,622200,106440,67.8,195,1800,"Census Tract 5545.17, Los Angeles County, California"
5350,755600,104808,64.6,283,1801,"Census Tract 5545.18, Los Angeles County, California"
3410,618900,112805,51,84,1802,"Census Tract 5545.19, Los Angeles County, California"
5703,617000,96086,58.9,92,1803,"Census Tract 5545.21, Los Angeles County, California"
5251,407500,113598,64.2,109,1804,"Census Tract 5545.22, Los Angeles County, California"
4320,385000,64804,62.6,432,1805,"Census Tract 5546, Los Angeles County, California"
5072,433100,76373,59.6,367,1806,"Census Tract 5547, Los Angeles County, California"
3363,480900,71371,73.3,235,1807,"Census Tract 5548.01, Los Angeles County, California"
6451,493200,75820,60.9,294,1808,"Census Tract 5548.02, Los Angeles County, California"
6791,422700,71731,61.4,727,1809,"Census Tract 5549, Los Angeles County, California"
5454,457300,79638,62,436,1810,"Census Tract 5550.01, Los Angeles County, California"
3346,350400,71533,68.2,321,1811,"Census Tract 5550.02, Los Angeles County, California"
7160,529800,60803,65.5,836,1812,"Census Tract 5551.02, Los Angeles County, California"
4717,426900,85182,69.6,230,1813,"Census Tract 5551.03, Los Angeles County, California"
4158,617300,72630,67.1,170,1814,"Census Tract 5551.04, Los Angeles County, California"
3339,378200,117001,58.7,98,1815,"Census Tract 5552.02, Los Angeles County, California"
5485,322600,56336,58.3,646,1816,"Census Tract 5552.11, Los Angeles County, California"
5096,488000,48450,62.2,617,1817,"Census Tract 5552.12, Los Angeles County, California"
4122,555200,94087,70.1,49,1818,"Census Tract 5700.01, Los Angeles County, California"
2885,493300,103427,69.7,97,1819,"Census Tract 5700.02, Los Angeles County, California"
4803,509000,87078,67.9,253,1820,"Census Tract 5700.03, Los Angeles County, California"
2944,314900,93332,63.3,361,1821,"Census Tract 5701, Los Angeles County, California"
6455,422500,58872,65.9,727,1822,"Census Tract 5702.02, Los Angeles County, California"
3851,431500,49222,70.2,422,1823,"Census Tract 5702.03, Los Angeles County, California"
3800,316000,58631,64.6,398,1824,"Census Tract 5702.04, Los Angeles County, California"
6885,272400,48892,74.7,985,1825,"Census Tract 5703.01, Los Angeles County, California"
4260,192600,50507,64.9,778,1826,"Census Tract 5703.03, Los Angeles County, California"
5198,350000,50950,61.2,842,1827,"Census Tract 5703.04, Los Angeles County, California"
3326,303700,65274,63.3,280,1828,"Census Tract 5704.02, Los Angeles County, California"
4722,366900,54680,61.1,540,1829,"Census Tract 5704.03, Los Angeles County, California"
3224,406700,72067,67,296,1830,"Census Tract 5704.04, Los Angeles County, California"
8239,414400,74871,65.9,584,1831,"Census Tract 5705.01, Los Angeles County, California"
6670,369200,64071,67.1,576,1832,"Census Tract 5705.02, Los Angeles County, California"
5207,393500,56156,68.2,588,1833,"Census Tract 5706.01, Los Angeles County, California"
6658,80400,62734,64.4,721,1834,"Census Tract 5706.02, Los Angeles County, California"
4451,515500,35924,65.2,776,1835,"Census Tract 5706.03, Los Angeles County, California"
6436,476600,74694,72.7,279,1836,"Census Tract 5707.01, Los Angeles County, California"
2342,485600,83178,62.4,94,1837,"Census Tract 5707.02, Los Angeles County, California"
5962,507100,82602,68.8,149,1838,"Census Tract 5708, Los Angeles County, California"
5549,501900,96160,66.1,99,1839,"Census Tract 5709.01, Los Angeles County, California"
3894,538400,92180,70.3,129,1840,"Census Tract 5709.02, Los Angeles County, California"
5766,528800,91692,67.3,208,1841,"Census Tract 5710, Los Angeles County, California"
4572,544100,99707,69.8,176,1842,"Census Tract 5711.01, Los Angeles County, California"
3750,643800,87029,66.3,88,1843,"Census Tract 5711.02, Los Angeles County, California"
8023,600300,100310,72.1,236,1844,"Census Tract 5712, Los Angeles County, California"
3830,495500,96865,61.8,94,1845,"Census Tract 5713, Los Angeles County, California"
4573,422200,83524,66.4,113,1846,"Census Tract 5714, Los Angeles County, California"
4618,519600,71102,66.2,239,1847,"Census Tract 5715.02, Los Angeles County, California"
3510,479100,89777,71,202,1848,"Census Tract 5715.03, Los Angeles County, California"
4877,0,74055,65.3,240,1849,"Census Tract 5715.04, Los Angeles County, California"
1968,401800,17980,51.6,516,1850,"Census Tract 5716, Los Angeles County, California"
6568,404800,62920,70.1,745,1851,"Census Tract 5717.01, Los Angeles County, California"
3209,357300,40757,48.3,288,1852,"Census Tract 5717.03, Los Angeles County, California"
4057,866600,55297,63.7,313,1853,"Census Tract 5717.04, Los Angeles County, California"
3232,682000,154178,65,121,1854,"Census Tract 5718, Los Angeles County, California"
5876,616100,104646,73.7,254,1855,"Census Tract 5719, Los Angeles County, California"
5364,523100,91473,73.6,228,1856,"Census Tract 5720.01, Los Angeles County, California"
4518,413000,76923,58.6,116,1857,"Census Tract 5720.02, Los Angeles County, California"
1048,495500,101466,64.5,23,1858,"Census Tract 5721, Los Angeles County, California"
6873,512300,82640,64.3,122,1859,"Census Tract 5722.01, Los Angeles County, California"
3741,424400,94051,64.5,124,1860,"Census Tract 5722.02, Los Angeles County, California"
3640,425300,56184,62.7,350,1861,"Census Tract 5723.01, Los Angeles County, California"
3854,462200,74845,68.8,225,1862,"Census Tract 5723.02, Los Angeles County, California"
1049,103400,73916,48.7,66,1863,"Census Tract 5724, Los Angeles County, California"
3105,387400,31018,54.1,650,1864,"Census Tract 5725, Los Angeles County, California"
5280,382100,72428,66.5,342,1865,"Census Tract 5726, Los Angeles County, California"
5648,0,66187,62.7,326,1866,"Census Tract 5727, Los Angeles County, California"
1072,373400,21539,47,262,1867,"Census Tract 5728, Los Angeles County, California"
5427,347100,53794,62.1,621,1868,"Census Tract 5729, Los Angeles County, California"
3998,415900,36658,64.4,770,1869,"Census Tract 5730.02, Los Angeles County, California"
1863,395100,60872,69.4,420,1870,"Census Tract 5730.03, Los Angeles County, California"
5092,520600,40231,57.1,940,1871,"Census Tract 5730.04, Los Angeles County, California"
7451,411200,62009,73,590,1872,"Census Tract 5731, Los Angeles County, California"
5153,376600,46124,61.3,806,1873,"Census Tract 5732.01, Los Angeles County, California"
6351,414800,47093,60.3,943,1874,"Census Tract 5732.02, Los Angeles County, California"
4390,535900,41348,55.5,943,1875,"Census Tract 5733, Los Angeles County, California"
1435,430100,62680,68.9,91,1876,"Census Tract 5734.01, Los Angeles County, California"
6395,521800,75039,69.6,439,1877,"Census Tract 5734.02, Los Angeles County, California"
3430,546900,118145,75,214,1878,"Census Tract 5734.03, Los Angeles County, California"
6610,551400,111169,65.7,110,1879,"Census Tract 5736.01, Los Angeles County, California"
4827,538500,118352,71.8,72,1880,"Census Tract 5737, Los Angeles County, California"
4529,675800,101704,66.4,157,1881,"Census Tract 5738, Los Angeles County, California"
2363,631200,144046,66.5,21,1882,"Census Tract 5739.02, Los Angeles County, California"
5465,555000,116261,68,91,1883,"Census Tract 5740, Los Angeles County, California"
5354,575000,94939,68.9,177,1884,"Census Tract 5741, Los Angeles County, California"
3106,571500,94213,68,49,1885,"Census Tract 5742.01, Los Angeles County, California"
2175,603300,75217,57.8,96,1886,"Census Tract 5742.02, Los Angeles County, California"
5765,592500,101047,64.6,251,1887,"Census Tract 5743, Los Angeles County, California"
5412,591300,115958,68.3,87,1888,"Census Tract 5744, Los Angeles County, California"
6054,0,98310,60.6,319,1889,"Census Tract 5745, Los Angeles County, California"
2235,640700,0,38,0,1890,"Census Tract 5746.01, Los Angeles County, California"
1287,0,123136,57.3,0,1891,"Census Tract 5746.02, Los Angeles County, California"
176,851100,0,1.7,0,1892,"Census Tract 5747, Los Angeles County, California"
2975,630700,143597,70.6,188,1893,"Census Tract 5748, Los Angeles County, California"
4058,476500,107206,71.6,202,1894,"Census Tract 5749.01, Los Angeles County, California"
4876,464700,62693,64.4,916,1895,"Census Tract 5749.02, Los Angeles County, California"
3961,523000,72857,73.1,472,1896,"Census Tract 5750.01, Los Angeles County, California"
4863,335900,77813,68.3,382,1897,"Census Tract 5750.02, Los Angeles County, California"
4639,376100,43090,66.4,753,1898,"Census Tract 5751.01, Los Angeles County, California"
4432,370800,39705,60.3,897,1899,"Census Tract 5751.02, Los Angeles County, California"
5103,328800,45716,68,784,1900,"Census Tract 5751.03, Los Angeles County, California"
5112,408300,46376,63,771,1901,"Census Tract 5752.01, Los Angeles County, California"
4909,399400,45876,71,759,1902,"Census Tract 5752.02, Los Angeles County, California"
5220,377300,43777,67.5,579,1903,"Census Tract 5753, Los Angeles County, California"
5360,362500,40871,63.5,1237,1904,"Census Tract 5754.01, Los Angeles County, California"
3849,0,39943,63,769,1905,"Census Tract 5754.02, Los Angeles County, California"
40,355900,0,69.4,0,1906,"Census Tract 5755, Los Angeles County, California"
2443,358000,37259,57.8,467,1907,"Census Tract 5758.01, Los Angeles County, California"
4945,267100,37513,61.1,999,1908,"Census Tract 5758.02, Los Angeles County, California"
2735,282200,35589,60.1,389,1909,"Census Tract 5758.03, Los Angeles County, California"
3137,307300,54163,71.8,605,1910,"Census Tract 5759.01, Los Angeles County, California"
4888,381300,45234,67,1086,1911,"Census Tract 5759.02, Los Angeles County, California"
5531,273600,98580,75.1,617,1912,"Census Tract 5760.01, Los Angeles County, California"
5902,328800,48691,67.1,1241,1913,"Census Tract 5762, Los Angeles County, California"
4444,368600,57700,72.8,728,1914,"Census Tract 5763.01, Los Angeles County, California"
4308,455000,40905,66.5,765,1915,"Census Tract 5763.02, Los Angeles County, California"
5066,378400,38581,60.7,972,1916,"Census Tract 5764.01, Los Angeles County, California"
4424,359600,38253,60.4,862,1917,"Census Tract 5764.02, Los Angeles County, California"
5342,325000,43839,62.8,1008,1918,"Census Tract 5764.03, Los Angeles County, California"
3030,345700,47898,66.5,488,1919,"Census Tract 5765.01, Los Angeles County, California"
5018,284600,54264,76.3,674,1920,"Census Tract 5765.02, Los Angeles County, California"
4219,496700,43755,69.8,816,1921,"Census Tract 5765.03, Los Angeles County, California"
4513,444600,66218,84.4,664,1922,"Census Tract 5766.01, Los Angeles County, California"
3891,550800,68017,76.7,365,1923,"Census Tract 5766.02, Los Angeles County, California"
4424,376700,101212,72.6,190,1924,"Census Tract 5767, Los Angeles County, California"
3725,587000,49091,65.2,559,1925,"Census Tract 5768.01, Los Angeles County, California"
3880,409200,83727,79,334,1926,"Census Tract 5768.02, Los Angeles County, California"
6224,316200,43753,62.3,1088,1927,"Census Tract 5769.01, Los Angeles County, California"
4227,558500,43571,67.1,615,1928,"Census Tract 5769.03, Los Angeles County, California"
2762,483000,51980,71.3,515,1929,"Census Tract 5769.04, Los Angeles County, California"
6657,733400,62206,78.3,924,1930,"Census Tract 5770, Los Angeles County, California"
6961,723100,82442,81.1,387,1931,"Census Tract 5771, Los Angeles County, California"
5225,832500,85427,80,398,1932,"Census Tract 5772, Los Angeles County, California"
5023,896500,77440,77.8,352,1933,"Census Tract 5773, Los Angeles County, California"
2760,"1,000,000+",115999,76.6,149,1934,"Census Tract 5774, Los Angeles County, California"
3630,"1,000,000+",152631,60.5,270,1935,"Census Tract 5775.01, Los Angeles County, California"
1173,643300,204043,65.7,47,1936,"Census Tract 5775.04, Los Angeles County, California"
3259,871200,119656,65.8,259,1937,"Census Tract 5776.02, Los Angeles County, California"
8188,546400,124665,65.3,749,1938,"Census Tract 5776.03, Los Angeles County, California"
1290,843000,115686,72.4,67,1939,"Census Tract 5776.04, Los Angeles County, California"
3563,0,80988,77.7,239,1940,"Census Tract 5990, Los Angeles County, California"
488,331900,100036,83.9,42,1941,"Census Tract 5991, Los Angeles County, California"
6890,348900,34697,54.2,1377,1942,"Census Tract 6001, Los Angeles County, California"
4652,349000,49653,63.6,590,1943,"Census Tract 6002.01, Los Angeles County, California"
6694,415400,34839,54.1,1077,1944,"Census Tract 6002.02, Los Angeles County, California"
3065,453100,61292,61.4,399,1945,"Census Tract 6003.02, Los Angeles County, California"
3539,429300,37243,51.1,772,1946,"Census Tract 6003.03, Los Angeles County, California"
2681,435600,32945,64.4,466,1947,"Census Tract 6003.04, Los Angeles County, California"
3953,462000,59985,62,293,1948,"Census Tract 6004, Los Angeles County, California"
2780,441700,72293,63.4,280,1949,"Census Tract 6005.01, Los Angeles County, California"
2231,498400,73305,55.9,108,1950,"Census Tract 6005.02, Los Angeles County, California"
2470,473800,80352,60.6,103,1951,"Census Tract 6006.01, Los Angeles County, California"
2483,472900,35397,60,588,1952,"Census Tract 6006.02, Los Angeles County, California"
4161,409600,88137,67.3,345,1953,"Census Tract 6007.02, Los Angeles County, California"
1769,536600,81737,61.9,23,1954,"Census Tract 6007.03, Los Angeles County, California"
3234,476200,72745,59.2,239,1955,"Census Tract 6007.04, Los Angeles County, California"
3010,476600,84253,63.6,184,1956,"Census Tract 6008.01, Los Angeles County, California"
2640,360700,81465,64.4,196,1957,"Census Tract 6008.02, Los Angeles County, California"
7186,449500,48261,72.6,896,1958,"Census Tract 6009.02, Los Angeles County, California"
3415,399000,60922,67.8,447,1959,"Census Tract 6009.11, Los Angeles County, California"
5425,518400,53208,67.3,557,1960,"Census Tract 6009.12, Los Angeles County, California"
1927,346000,41751,50.9,184,1961,"Census Tract 6010.01, Los Angeles County, California"
5600,481600,51008,70.5,773,1962,"Census Tract 6010.02, Los Angeles County, California"
6482,372500,39288,66.7,1180,1963,"Census Tract 6011, Los Angeles County, California"
3965,374100,54089,69.4,451,1964,"Census Tract 6012.02, Los Angeles County, California"
3038,368900,41945,61.8,461,1965,"Census Tract 6012.11, Los Angeles County, California"
6786,479400,46193,68.2,900,1966,"Census Tract 6012.12, Los Angeles County, California"
1868,343400,90225,69.5,111,1967,"Census Tract 6013.01, Los Angeles County, California"
7134,327200,60906,72.7,603,1968,"Census Tract 6013.02, Los Angeles County, California"
5130,326700,49526,70.4,608,1969,"Census Tract 6013.03, Los Angeles County, California"
4801,414200,53474,67.1,579,1970,"Census Tract 6014.01, Los Angeles County, California"
4682,424400,59376,67.1,367,1971,"Census Tract 6014.02, Los Angeles County, California"
4181,433100,39270,62,747,1972,"Census Tract 6015.01, Los Angeles County, California"
4084,401800,51494,62.5,693,1973,"Census Tract 6015.02, Los Angeles County, California"
4630,438800,44392,59,761,1974,"Census Tract 6016, Los Angeles County, California"
5534,365400,39839,61.5,1172,1975,"Census Tract 6017, Los Angeles County, California"
3954,427500,44112,63.9,731,1976,"Census Tract 6018.01, Los Angeles County, California"
4269,403800,54981,71.1,594,1977,"Census Tract 6018.02, Los Angeles County, California"
5269,474400,44640,65.1,900,1978,"Census Tract 6019, Los Angeles County, California"
2965,410700,61085,71.3,367,1979,"Census Tract 6020.02, Los Angeles County, California"
5146,377700,48623,65.6,776,1980,"Census Tract 6020.03, Los Angeles County, California"
4176,445700,54197,67.8,476,1981,"Census Tract 6020.04, Los Angeles County, California"
6769,393000,44110,68.1,658,1982,"Census Tract 6021.03, Los Angeles County, California"
5900,321200,48899,66.2,737,1983,"Census Tract 6021.04, Los Angeles County, California"
4295,512200,46707,69.1,569,1984,"Census Tract 6021.05, Los Angeles County, California"
5591,583100,57452,71.1,268,1985,"Census Tract 6021.06, Los Angeles County, California"
7599,486400,73043,66.3,560,1986,"Census Tract 6022, Los Angeles County, California"
5905,645900,96151,70.1,212,1987,"Census Tract 6023.01, Los Angeles County, California"
3577,538100,131410,68.2,86,1988,"Census Tract 6023.02, Los Angeles County, California"
6725,567100,67965,61.4,477,1989,"Census Tract 6024.02, Los Angeles County, California"
5466,568300,54676,70.3,491,1990,"Census Tract 6024.03, Los Angeles County, California"
6159,458900,58585,69.6,481,1991,"Census Tract 6024.04, Los Angeles County, California"
4190,348800,49511,74.9,438,1992,"Census Tract 6025.04, Los Angeles County, California"
4258,358500,44191,70.3,648,1993,"Census Tract 6025.05, Los Angeles County, California"
4286,351400,48092,69.3,376,1994,"Census Tract 6025.06, Los Angeles County, California"
4147,418400,46775,70.1,779,1995,"Census Tract 6025.07, Los Angeles County, California"
6928,444400,48976,70,716,1996,"Census Tract 6025.08, Los Angeles County, California"
3930,462100,53770,64.7,680,1997,"Census Tract 6025.09, Los Angeles County, California"
8708,444300,66096,59,602,1998,"Census Tract 6026, Los Angeles County, California"
3420,381100,74604,63.9,294,1999,"Census Tract 6027, Los Angeles County, California"
3914,442800,45809,60.7,732,2000,"Census Tract 6028.01, Los Angeles County, California"
4005,332800,56044,59.7,361,2001,"Census Tract 6028.02, Los Angeles County, California"
4071,368800,49873,64,361,2002,"Census Tract 6029, Los Angeles County, California"
6990,339100,55089,69.4,699,2003,"Census Tract 6030.01, Los Angeles County, California"
1599,341700,55382,69,131,2004,"Census Tract 6030.04, Los Angeles County, California"
5295,456300,46749,71.7,806,2005,"Census Tract 6030.05, Los Angeles County, California"
1977,420000,55291,65.8,131,2006,"Census Tract 6030.06, Los Angeles County, California"
4494,389300,68755,60.8,626,2007,"Census Tract 6031.01, Los Angeles County, California"
3908,443400,54154,62.4,355,2008,"Census Tract 6031.02, Los Angeles County, California"
3252,532500,67582,60.5,129,2009,"Census Tract 6032, Los Angeles County, California"
3539,334200,57277,62.1,194,2010,"Census Tract 6033.01, Los Angeles County, California"
4075,426800,60446,64.6,165,2011,"Census Tract 6033.02, Los Angeles County, California"
3894,450000,62941,63.6,279,2012,"Census Tract 6034, Los Angeles County, California"
3247,428700,80502,64.1,102,2013,"Census Tract 6035, Los Angeles County, California"
4177,478000,103717,67.6,209,2014,"Census Tract 6036, Los Angeles County, California"
5047,502400,83723,64.3,385,2015,"Census Tract 6037.02, Los Angeles County, California"
2666,353500,85380,66.9,73,2016,"Census Tract 6037.03, Los Angeles County, California"
6600,435200,45214,69.2,868,2017,"Census Tract 6037.04, Los Angeles County, California"
4572,474500,62638,76.3,486,2018,"Census Tract 6038.01, Los Angeles County, California"
4221,402200,58602,66.5,437,2019,"Census Tract 6038.02, Los Angeles County, California"
7541,415100,56477,66.6,537,2020,"Census Tract 6039, Los Angeles County, California"
4565,551600,45564,59.8,725,2021,"Census Tract 6040.01, Los Angeles County, California"
4693,456100,66475,74.2,354,2022,"Census Tract 6040.02, Los Angeles County, California"
7358,448500,55676,67.2,619,2023,"Census Tract 6041, Los Angeles County, California"
2080,886700,73191,63.9,27,2024,"Census Tract 6099, Los Angeles County, California"
3857,747300,114277,68.7,124,2025,"Census Tract 6200.01, Los Angeles County, California"
3619,734000,98726,71.8,149,2026,"Census Tract 6200.02, Los Angeles County, California"
5462,870300,101274,69.7,170,2027,"Census Tract 6201.01, Los Angeles County, California"
3822,"1,000,000+",109286,77.9,49,2028,"Census Tract 6201.02, Los Angeles County, California"
1405,"1,000,000+",144215,82.5,132,2029,"Census Tract 6202.01, Los Angeles County, California"
5097,"1,000,000+",277976,64.8,47,2030,"Census Tract 6203.01, Los Angeles County, California"
4573,"1,000,000+",242926,68.8,78,2031,"Census Tract 6203.03, Los Angeles County, California"
5722,"1,000,000+",166618,75.9,163,2032,"Census Tract 6203.05, Los Angeles County, California"
5363,783100,146732,68.1,120,2033,"Census Tract 6204, Los Angeles County, California"
5984,626400,152499,73.7,110,2034,"Census Tract 6205.01, Los Angeles County, California"
3964,788700,106923,73.6,160,2035,"Census Tract 6205.21, Los Angeles County, California"
4443,672100,120689,73.6,268,2036,"Census Tract 6205.22, Los Angeles County, California"
6091,669800,111192,81.7,388,2037,"Census Tract 6206.01, Los Angeles County, California"
5455,769100,123262,74.3,170,2038,"Census Tract 6206.02, Los Angeles County, California"
6765,782500,131203,76.7,151,2039,"Census Tract 6207.01, Los Angeles County, California"
6516,"1,000,000+",129975,69.9,244,2040,"Census Tract 6207.02, Los Angeles County, California"
8154,"1,000,000+",191791,66.6,158,2041,"Census Tract 6208, Los Angeles County, California"
2699,"1,000,000+",280309,58.1,19,2042,"Census Tract 6209.01, Los Angeles County, California"
2311,929300,199925,61,46,2043,"Census Tract 6209.04, Los Angeles County, California"
4564,"1,000,000+",151288,70.9,88,2044,"Census Tract 6210.01, Los Angeles County, California"
1057,"1,000,000+",175948,72.2,6,2045,"Census Tract 6210.02, Los Angeles County, California"
4669,906200,142015,73,211,2046,"Census Tract 6210.04, Los Angeles County, California"
3197,"1,000,000+",148000,78.1,108,2047,"Census Tract 6211.02, Los Angeles County, California"
6118,889200,130072,83.3,143,2048,"Census Tract 6211.04, Los Angeles County, California"
6465,574200,148792,74.1,151,2049,"Census Tract 6212.01, Los Angeles County, California"
2697,815300,79839,69.5,84,2050,"Census Tract 6212.04, Los Angeles County, California"
6987,738100,122965,70.6,278,2051,"Census Tract 6213.01, Los Angeles County, California"
3959,"1,000,000+",129616,76.9,182,2052,"Census Tract 6213.24, Los Angeles County, California"
3252,947300,114400,80.1,99,2053,"Census Tract 6213.26, Los Angeles County, California"
4516,599700,125281,69.8,137,2054,"Census Tract 6214, Los Angeles County, California"
5756,607200,80028,63.9,128,2055,"Census Tract 6500.01, Los Angeles County, California"
2760,566000,72614,72.9,234,2056,"Census Tract 6500.03, Los Angeles County, California"
4064,567900,75239,71.3,334,2057,"Census Tract 6500.04, Los Angeles County, California"
5634,568300,86365,58.2,126,2058,"Census Tract 6501.01, Los Angeles County, California"
2292,576500,93910,72.7,74,2059,"Census Tract 6501.02, Los Angeles County, California"
5981,572500,96174,71.1,197,2060,"Census Tract 6502, Los Angeles County, California"
6506,662700,72813,68.9,190,2061,"Census Tract 6503, Los Angeles County, California"
4624,674500,113848,67.1,83,2062,"Census Tract 6504.01, Los Angeles County, California"
3225,746700,110609,70.6,192,2063,"Census Tract 6505.01, Los Angeles County, California"
4543,578000,112602,65.7,89,2064,"Census Tract 6505.02, Los Angeles County, California"
8213,786800,77128,62.3,624,2065,"Census Tract 6506.02, Los Angeles County, California"
4157,535300,94191,57.3,422,2066,"Census Tract 6506.03, Los Angeles County, California"
5632,761000,60514,72.9,386,2067,"Census Tract 6506.04, Los Angeles County, California"
3055,695800,85276,63.6,59,2068,"Census Tract 6506.05, Los Angeles County, California"
2333,693600,108319,57.1,41,2069,"Census Tract 6507.01, Los Angeles County, California"
4791,560100,112669,61.5,48,2070,"Census Tract 6507.02, Los Angeles County, California"
6845,579500,96198,62.4,276,2071,"Census Tract 6508, Los Angeles County, California"
5801,575700,72478,72,373,2072,"Census Tract 6509.01, Los Angeles County, California"
6891,628800,82387,71.6,275,2073,"Census Tract 6509.02, Los Angeles County, California"
5810,699200,87249,64.2,301,2074,"Census Tract 6510.01, Los Angeles County, California"
4629,817900,100207,60.2,125,2075,"Census Tract 6510.02, Los Angeles County, California"
5295,581700,104143,57.5,77,2076,"Census Tract 6511.01, Los Angeles County, California"
3849,749000,68691,59.9,142,2077,"Census Tract 6511.02, Los Angeles County, California"
4871,770300,129170,68.6,43,2078,"Census Tract 6512.01, Los Angeles County, California"
3075,674700,74100,61.9,159,2079,"Census Tract 6512.21, Los Angeles County, California"
6392,996100,104108,71.4,240,2080,"Census Tract 6512.22, Los Angeles County, California"
6089,884700,132135,63.4,286,2081,"Census Tract 6513.02, Los Angeles County, California"
4615,618800,113267,68.8,148,2082,"Census Tract 6513.04, Los Angeles County, California"
2127,718700,68806,58.5,180,2083,"Census Tract 6514.01, Los Angeles County, California"
6332,520400,102855,59.8,296,2084,"Census Tract 6514.02, Los Angeles County, California"
3587,589800,85520,69.4,226,2085,"Census Tract 6700.01, Los Angeles County, California"
4091,484700,68258,70.4,227,2086,"Census Tract 6700.02, Los Angeles County, California"
5436,535000,63618,72.3,473,2087,"Census Tract 6700.03, Los Angeles County, California"
6718,"1,000,000+",82184,69.3,404,2088,"Census Tract 6701, Los Angeles County, California"
3678,"1,000,000+",181959,58.8,48,2089,"Census Tract 6702.01, Los Angeles County, California"
2869,"1,000,000+",190306,60.3,76,2090,"Census Tract 6702.02, Los Angeles County, California"
5033,"1,000,000+",221764,53.8,48,2091,"Census Tract 6703.24, Los Angeles County, California"
3737,"1,000,000+",238921,48.2,47,2092,"Census Tract 6703.26, Los Angeles County, California"
4730,"1,000,000+",285150,55.4,90,2093,"Census Tract 6703.28, Los Angeles County, California"
2567,995100,147099,53.8,37,2094,"Census Tract 6704.03, Los Angeles County, California"
2984,"1,000,000+",161200,44.1,56,2095,"Census Tract 6704.05, Los Angeles County, California"
1786,957800,183157,54,25,2096,"Census Tract 6704.06, Los Angeles County, California"
6202,939800,123062,66.3,226,2097,"Census Tract 6704.07, Los Angeles County, California"
4258,"1,000,000+",155654,52.9,31,2098,"Census Tract 6704.11, Los Angeles County, California"
4919,"1,000,000+",139139,55.4,186,2099,"Census Tract 6704.13, Los Angeles County, California"
4214,"1,000,000+",148218,57.7,68,2100,"Census Tract 6704.16, Los Angeles County, California"
1649,"1,000,000+",298291,54.4,12,2101,"Census Tract 6705, Los Angeles County, California"
7270,770900,178551,50.9,138,2102,"Census Tract 6706.02, Los Angeles County, California"
6901,"1,000,000+",118154,62.1,185,2103,"Census Tract 6707.01, Los Angeles County, California"
5159,"1,000,000+",192817,51.1,121,2104,"Census Tract 6707.02, Los Angeles County, California"
5468,787300,65896,63.4,780,2105,"Census Tract 7001.01, Los Angeles County, California"
