population,price,income,employment,poverty,area,tract
7513,515400,101496,57.1,164,1514,"Census Tract 5037.03, Los Angeles County, California"
4344,507100,92574,60.8,253,1515,"Census Tract 5038.01, Los Angeles County, California"
5039,491100,96601,64.2,249,1516,"Census Tract 5038.02, Los Angeles County, California"
3073,494200,113686,60.7,84,1517,"Census Tract 5039.01, Los Angeles County, California"
4535,533000,96074,62.1,138,1518,"Census Tract 5039.02, Los Angeles County, California"
5420,489700,91923,55.5,117,1519,"Census Tract 5040.01, Los Angeles County, California"
5429,429000,79957,58.3,256,1520,"Census Tract 5040.02, Los Angeles County, California"
5625,0,71709,63.5,238,1521,"Census Tract 5041.01, Los Angeles County, California"
0,599400,0,0,0,1522,"Census Tract 5041.02, Los Angeles County, California"
2962,490900,93743,45.9,58,1523,"Census Tract 5300.03, Los Angeles County, California"
4079,591700,84140,66.3,330,1524,"Census Tract 5300.04, Los Angeles County, California"
4757,502900,89305,52.3,204,1525,"Census Tract 5300.05, Los Angeles County, California"
3782,405100,71396,61.4,92,1526,"Census Tract 5300.06, Los Angeles County, California"
5749,441300,51382,55.5,538,1527,"Census Tract 5301.01, Los Angeles County, California"
4746,437600,50206,48.3,352,1528,"Census Tract 5301.02, Los Angeles County, California"
4153,435200,67407,56.5,158,1529,"Census Tract 5302.02, Los Angeles County, California"
3190,472400,62082,70.9,227,1530,"Census Tract 5302.03, Los Angeles County, California"
3839,427700,61904,61.1,246,1531,"Census Tract 5302.04, Los Angeles County, California"
2476,421900,62354,62.9,203,1532,"Census Tract 5303.01, Los Angeles County, California"
7021,431100,50534,63.5,769,1533,"Census Tract 5303.02, Los Angeles County, California"
4009,338600,47910,55.4,616,1534,"Census Tract 5304, Los Angeles County, California"
4694,429500,46295,56,494,1535,"Census Tract 5305, Los Angeles County, California"
3920,426700,57366,58.6,436,1536,"Census Tract 5306.01, Los Angeles County, California"
1457,351100,41823,57.6,143,1537,"Census Tract 5306.02, Los Angeles County, California"
2110,354300,57361,61.7,295,1538,"Census Tract 5307, Los Angeles County, California"
5943,434000,41493,56.3,859,1539,"Census Tract 5308.01, Los Angeles County, California"
3344,375600,53842,61.3,407,1540,"Census Tract 5308.02, Los Angeles County, California"
4089,289700,52504,67,486,1541,"Census Tract 5309.01, Los Angeles County, California"
4690,285200,38596,55.7,656,1542,"Census Tract 5309.02, Los Angeles County, California"
5151,366500,51955,66.6,624,1543,"Census Tract 5310, Los Angeles County, California"
4547,353300,45841,60.8,529,1544,"Census Tract 5311.01, Los Angeles County, California"
2916,322700,43278,65.1,370,1545,"Census Tract 5311.02, Los Angeles County, California"
5344,376600,43274,60.7,808,1546,"Census Tract 5312.01, Los Angeles County, California"
3983,363700,42789,60.6,552,1547,"Census Tract 5312.02, Los Angeles County, California"
5729,332200,43591,61.9,1057,1548,"Census Tract 5313.01, Los Angeles County, California"
7029,322800,42411,61.4,1182,1549,"Census Tract 5313.02, Los Angeles County, California"
3756,301200,45677,63.9,483,1550,"Census Tract 5315.02, Los Angeles County, California"
3526,386900,37775,62.3,560,1551,"Census Tract 5315.03, Los Angeles County, California"
4678,340000,41013,59,670,1552,"Census Tract 5315.04, Los Angeles County, California"
4994,344200,40725,60.7,668,1553,"Census Tract 5316.02, Los Angeles County, California"
3813,384800,50289,56.2,497,1554,"Census Tract 5316.03, Los Angeles County, California"
3768,422600,43755,61.9,670,1555,"Census Tract 5316.04, Los Angeles County, California"
5494,440100,52030,68.8,687,1556,"Census Tract 5317.01, Los Angeles County, California"
4799,419100,51450,69.7,547,1557,"Census Tract 5317.02, Los Angeles County, California"
4668,395300,48435,58.1,477,1558,"Census Tract 5318, Los Angeles County, California"
7055,337700,46602,65.1,750,1559,"Census Tract 5319.01, Los Angeles County, California"
3864,357500,50802,67.1,394,1560,"Census Tract 5319.02, Los Angeles County, California"
3400,350000,53155,50.2,278,1561,"Census Tract 5320.01, Los Angeles County, California"
3109,360100,45228,67,354,1562,"Census Tract 5320.02, Los Angeles County, California"
6511,411500,49164,58.4,738,1563,"Census Tract 5321.01, Los Angeles County, California"
3498,429900,72486,64.8,190,1564,"Census Tract 5321.02, Los Angeles County, California"
6645,354100,52323,62.4,748,1565,"Census Tract 5322, Los Angeles County, California"
4598,416000,49685,56.6,401,1566,"Census Tract 5323.02, Los Angeles County, California"
4455,387900,65725,62.3,325,1567,"Census Tract 5323.03, Los Angeles County, California"
4682,325000,55245,52.6,981,1568,"Census Tract 5323.04, Los Angeles County, California"
60,339000,45948,65.5,12,1569,"Census Tract 5324, Los Angeles County, California"
3843,555100,52652,69.2,453,1570,"Census Tract 5325, Los Angeles County, California"
3442,312500,39452,68.7,596,1571,"Census Tract 5326.03, Los Angeles County, California"
3003,356800,46550,67,274,1572,"Census Tract 5326.04, Los Angeles County, California"
4305,546900,37635,62.5,427,1573,"Census Tract 5326.05, Los Angeles County, California"
4525,474000,45818,64.7,638,1574,"Census Tract 5326.06, Los Angeles County, California"
2742,414000,43111,64.8,363,1575,"Census Tract 5327, Los Angeles County, California"
4152,373000,42722,58.3,773,1576,"Census Tract 5328, Los Angeles County, California"
6471,404300,38030,60.4,1184,1577,"Census Tract 5329, Los Angeles County, California"
3879,379400,41058,58.4,448,1578,"Census Tract 5330.01, Los Angeles County, California"
2909,536900,54289,60.2,404,1579,"Census Tract 5330.02, Los Angeles County, California"
3306,334200,34977,66.9,620,1580,"Census Tract 5331.03, Los Angeles County, California"
4621,569300,32748,61,1025,1581,"Census Tract 5331.04, Los Angeles County, California"
2579,448400,38511,57.3,457,1582,"Census Tract 5331.05, Los Angeles County, California"
1935,519700,43508,64.2,333,1583,"Census Tract 5331.06, Los Angeles County, California"
3668,289300,44374,74.3,522,1584,"Census Tract 5331.07, Los Angeles County, California"
2584,370600,44109,68,312,1585,"Census Tract 5332.01, Los Angeles County, California"
2444,393200,57529,66.5,250,1586,"Census Tract 5332.02, Los Angeles County, California"
1577,296200,49665,71,199,1587,"Census Tract 5332.03, Los Angeles County, California"
3616,389400,44608,66.6,534,1588,"Census Tract 5333, Los Angeles County, California"
4985,409900,52251,64.7,764,1589,"Census Tract 5334.01, Los Angeles County, California"
4204,405900,44638,64.7,423,1590,"Census Tract 5334.02, Los Angeles County, California"
3052,462500,47569,66,309,1591,"Census Tract 5334.03, Los Angeles County, California"
3204,438100,41481,64.4,555,1592,"Census Tract 5335.01, Los Angeles County, California"
2348,424200,55063,64.5,130,1593,"Census Tract 5335.02, Los Angeles County, California"
2002,359500,49988,66.1,261,1594,"Census Tract 5335.03, Los Angeles County, California"
4602,411200,39944,63.3,861,1595,"Census Tract 5336.01, Los Angeles County, California"
5415,347200,47722,63.4,706,1596,"Census Tract 5336.02, Los Angeles County, California"
6587,335600,42719,61.5,805,1597,"Census Tract 5336.03, Los Angeles County, California"
3914,390600,46247,65.4,536,1598,"Census Tract 5337.01, Los Angeles County, California"
3600,270800,44859,69,477,1599,"Census Tract 5337.02, Los Angeles County, California"
4183,373700,48345,66.3,529,1600,"Census Tract 5337.03, Los Angeles County, California"
6133,326600,44093,61.1,713,1601,"Census Tract 5338.03, Los Angeles County, California"
4115,309100,40289,64.4,340,1602,"Census Tract 5338.04, Los Angeles County, California"
3995,95900,47928,63.8,524,1603,"Census Tract 5338.05, Los Angeles County, California"
4018,369100,41282,58.7,626,1604,"Census Tract 5338.06, Los Angeles County, California"
5902,336800,49738,65.6,770,1605,"Census Tract 5339.01, Los Angeles County, California"
3958,453100,47652,64.5,368,1606,"Census Tract 5339.02, Los Angeles County, California"
5556,347000,42239,64.3,797,1607,"Census Tract 5340.01, Los Angeles County, California"
4720,414900,65147,67,477,1608,"Census Tract 5340.02, Los Angeles County, California"
2153,450500,48839,70.5,187,1609,"Census Tract 5341.01, Los Angeles County, California"
6506,451600,41971,65.7,955,1610,"Census Tract 5341.02, Los Angeles County, California"
4246,333300,38224,58.4,543,1611,"Census Tract 5342.01, Los Angeles County, California"
6139,258800,46310,61.1,751,1612,"Census Tract 5342.02, Los Angeles County, California"
3282,236100,39914,56.9,388,1613,"Census Tract 5342.03, Los Angeles County, California"
4497,426200,41303,64.6,759,1614,"Census Tract 5343.01, Los Angeles County, California"
4149,413500,49571,61.5,633,1615,"Census Tract 5343.02, Los Angeles County, California"
2983,182700,45510,61,338,1616,"Census Tract 5344.03, Los Angeles County, California"
3403,36700,42134,71.2,476,1617,"Census Tract 5344.04, Los Angeles County, California"
4068,434600,46073,67.9,475,1618,"Census Tract 5344.05, Los Angeles County, California"
4831,425800,44466,59.3,723,1619,"Census Tract 5344.06, Los Angeles County, California"
4839,359700,55892,75.1,364,1620,"Census Tract 5345.01, Los Angeles County, California"
4248,379500,49027,66.1,487,1621,"Census Tract 5345.02, Los Angeles County, California"
4768,432600,65679,59.8,365,1622,"Census Tract 5347, Los Angeles County, California"
2806,381000,58585,65.8,200,1623,"Census Tract 5348.02, Los Angeles County, California"
4565,400700,43986,60.6,572,1624,"Census Tract 5348.03, Los Angeles County, California"
4059,341500,43619,56.9,520,1625,"Census Tract 5348.04, Los Angeles County, California"
6575,292600,45890,60.9,897,1626,"Census Tract 5349, Los Angeles County, California"
4703,287500,43958,62.3,690,1627,"Census Tract 5350.01, Los Angeles County, California"
3040,283600,46105,57.7,531,1628,"Census Tract 5350.02, Los Angeles County, California"
7352,363100,49797,63.5,825,1629,"Census Tract 5351.01, Los Angeles County, California"
4273,321800,45987,61.4,607,1630,"Census Tract 5351.02, Los Angeles County, California"
5825,326500,45090,63.2,775,1631,"Census Tract 5352, Los Angeles County, California"
6221,325200,45231,61.4,878,1632,"Census Tract 5353, Los Angeles County, California"
3720,328000,42665,58.7,612,1633,"Census Tract 5354, Los Angeles County, California"
3836,284200,43245,68.6,454,1634,"Census Tract 5355.01, Los Angeles County, California"
5021,220800,55953,59.8,404,1635,"Census Tract 5355.02, Los Angeles County, California"
2417,467400,43093,58.5,375,1636,"Census Tract 5355.03, Los Angeles County, California"
3446,351600,46373,73,501,1637,"Census Tract 5356.03, Los Angeles County, California"
4369,292900,43679,58.1,631,1638,"Census Tract 5356.04, Los Angeles County, California"
4306,426100,42814,63,549,1639,"Census Tract 5356.05, Los Angeles County, California"
1915,375000,43672,58.2,361,1640,"Census Tract 5356.06, Los Angeles County, California"
4343,420000,55204,62.7,240,1641,"Census Tract 5356.07, Los Angeles County, California"
6561,379500,54024,66,837,1642,"Census Tract 5357.01, Los Angeles County, California"
4513,343700,44689,66.7,588,1643,"Census Tract 5357.02, Los Angeles County, California"
7205,444300,50119,59.8,782,1644,"Census Tract 5358.02, Los Angeles County, California"
4135,391600,43309,56.9,611,1645,"Census Tract 5358.03, Los Angeles County, California"
4952,356500,51163,64.5,608,1646,"Census Tract 5358.04, Los Angeles County, California"
5448,407600,63084,68.4,291,1647,"Census Tract 5359.01, Los Angeles County, California"
7739,422600,72497,64.2,299,1648,"Census Tract 5359.02, Los Angeles County, California"
4179,368600,50136,69.7,319,1649,"Census Tract 5360, Los Angeles County, California"
3172,358600,70883,56.7,261,1650,"Census Tract 5361.02, Los Angeles County, California"
5794,468800,53606,63,458,1651,"Census Tract 5361.03, Los Angeles County, California"
4187,361200,51183,62,414,1652,"Census Tract 5361.04, Los Angeles County, California"
7462,421100,61758,62.9,683,1653,"Census Tract 5362, Los Angeles County, California"
6930,390700,52461,64.1,769,1654,"Census Tract 5400, Los Angeles County, California"
6525,407700,59294,59.1,425,1655,"Census Tract 5401.01, Los Angeles County, California"
6789,470000,60041,66.8,423,1656,"Census Tract 5401.02, Los Angeles County, California"
2020,480700,36566,63.6,461,1657,"Census Tract 5402.01, Los Angeles County, California"
7040,434800,36181,53.1,1108,1658,"Census Tract 5402.02, Los Angeles County, California"
5661,378800,43810,65,563,1659,"Census Tract 5402.03, Los Angeles County, California"
5177,377000,50280,60.9,570,1660,"Census Tract 5403, Los Angeles County, California"
2462,321700,42912,58.3,440,1661,"Census Tract 5404, Los Angeles County, California"
8172,381600,49434,36.4,996,1662,"Census Tract 5405.01, Los Angeles County, California"
6629,367000,42475,64.9,816,1663,"Census Tract 5405.02, Los Angeles County, California"
3589,330200,37340,60.4,598,1664,"Census Tract 5406, Los Angeles County, California"
3078,320400,50408,65,361,1665,"Census Tract 5407, Los Angeles County, California"
5667,368100,56714,62.1,345,1666,"Census Tract 5408, Los Angeles County, California"
4290,344500,51671,52.3,440,1667,"Census Tract 5409.01, Los Angeles County, California"
4897,423400,51852,58.4,573,1668,"Census Tract 5409.02, Los Angeles County, California"
1097,195800,47537,52.2,134,1669,"Census Tract 5410.01, Los Angeles County, California"
3037,279700,68511,55.9,108,1670,"Census Tract 5410.02, Los Angeles County, California"
3079,331900,53521,64.4,263,1671,"Census Tract 5411, Los Angeles County, California"
5831,357400,64685,58.5,493,1672,"Census Tract 5412, Los Angeles County, California"
5902,256100,51105,60.6,644,1673,"Census Tract 5413, Los Angeles County, California"
7296,323300,38820,59.4,1379,1674,"Census Tract 5414, Los Angeles County, California"
5590,295700,50842,66.5,742,1675,"Census Tract 5415, Los Angeles County, California"
3205,329300,40575,52,725,1676,"Census Tract 5416.03, Los Angeles County, California"
6346,333800,39443,59.1,1346,1677,"Census Tract 5416.04, Los Angeles County, California"
5594,284300,46183,63.9,586,1678,"Census Tract 5416.05, Los Angeles County, California"
2535,409000,46530,59.6,322,1679,"Census Tract 5416.06, Los Angeles County, California"
5871,422600,55040,60.7,522,1680,"Census Tract 5417, Los Angeles County, California"
4775,401700,63590,60.9,544,1681,"Census Tract 5418.01, Los Angeles County, California"
5162,313800,57300,61.4,542,1682,"Census Tract 5418.02, Los Angeles County, California"
5305,335100,54891,60,766,1683,"Census Tract 5420, Los Angeles County, California"
3642,308900,51157,63.8,460,1684,"Census Tract 5421.03, Los Angeles County, California"
