GEO.id,GEO.id2,GEO.display-label,VD01
Id,Id2,Geography,Median value
1580000US0644000037122120,0644000037122120,"Census Tract 1221.20, Los Angeles County (part), Los Angeles city, California",153300
1580000US0644000037122200,0644000037122200,"Census Tract 1222, Los Angeles County (part), Los Angeles city, California",145200
1580000US0644000037122410,0644000037122410,"Census Tract 1224.10, Los Angeles County (part), Los Angeles city, California",159300
1580000US0644000037122420,0644000037122420,"Census Tract 1224.20, Los Angeles County (part), Los Angeles city, California",160800
1580000US0644000037123010,0644000037123010,"Census Tract 1230.10, Los Angeles County (part), Los Angeles city, California",148100
1580000US0644000037123020,0644000037123020,"Census Tract 1230.20, Los Angeles County (part), Los Angeles city, California",143100
1580000US0644000037123103,0644000037123103,"Census Tract 1231.03 (part), Los Angeles County (part), Los Angeles city, California",151300
1580000US0644000037123104,0644000037123104,"Census Tract 1231.04, Los Angeles County (part), Los Angeles city, California",173100
1580000US0644000037123203,0644000037123203,"Census Tract 1232.03, Los Angeles County (part), Los Angeles city, California",157000
1580000US0644000037123204,0644000037123204,"Census Tract 1232.04, Los Angeles County (part), Los Angeles city, California",186700
1580000US0644000037123205,0644000037123205,"Census Tract 1232.05, Los Angeles County (part), Los Angeles city, California",161900
1580000US0644000037123206,0644000037123206,"Census Tract 1232.06, Los Angeles County (part), Los Angeles city, California",149600
1580000US0644000037123301,0644000037123301,"Census Tract 1233.01, Los Angeles County (part), Los Angeles city, California",170300
1580000US0644000037123303,0644000037123303,"Census Tract 1233.03, Los Angeles County (part), Los Angeles city, California",167300
1580000US0644000037123304,0644000037123304,"Census Tract 1233.04, Los Angeles County (part), Los Angeles city, California",185300
1580000US0644000037123410,0644000037123410,"Census Tract 1234.10, Los Angeles County (part), Los Angeles city, California",174800
1580000US0644000037123420,0644000037123420,"Census Tract 1234.20, Los Angeles County (part), Los Angeles city, California",170200
1580000US0644000037123510,0644000037123510,"Census Tract 1235.10, Los Angeles County (part), Los Angeles city, California",231600
1580000US0644000037123520,0644000037123520,"Census Tract 1235.20, Los Angeles County (part), Los Angeles city, California",202500
1580000US0644000037123601,0644000037123601,"Census Tract 1236.01, Los Angeles County (part), Los Angeles city, California",232200
1580000US0644000037123602,0644000037123602,"Census Tract 1236.02, Los Angeles County (part), Los Angeles city, California",250000
1580000US0644000037123700,0644000037123700,"Census Tract 1237, Los Angeles County (part), Los Angeles city, California",184600
1580000US0644000037123800,0644000037123800,"Census Tract 1238, Los Angeles County (part), Los Angeles city, California",256900
1580000US0644000037123900,0644000037123900,"Census Tract 1239, Los Angeles County (part), Los Angeles city, California",193500
1580000US0644000037124000,0644000037124000,"Census Tract 1240, Los Angeles County (part), Los Angeles city, California",366700
1580000US0644000037124101,0644000037124101,"Census Tract 1241.01, Los Angeles County (part), Los Angeles city, California",153400
1580000US0644000037124102,0644000037124102,"Census Tract 1241.02, Los Angeles County (part), Los Angeles city, California",207900
1580000US0644000037124201,0644000037124201,"Census Tract 1242.01, Los Angeles County (part), Los Angeles city, California",165400
1580000US0644000037124202,0644000037124202,"Census Tract 1242.02, Los Angeles County (part), Los Angeles city, California",142900
1580000US0644000037124300,0644000037124300,"Census Tract 1243, Los Angeles County (part), Los Angeles city, California",167400
1580000US0644000037124400,0644000037124400,"Census Tract 1244, Los Angeles County (part), Los Angeles city, California",285300
1580000US0644000037124500,0644000037124500,"Census Tract 1245, Los Angeles County (part), Los Angeles city, California",300000
1580000US0644000037124600,0644000037124600,"Census Tract 1246, Los Angeles County (part), Los Angeles city, California",321000
1580000US0644000037124700,0644000037124700,"Census Tract 1247, Los Angeles County (part), Los Angeles city, California",364600
1580000US0644000037124901,0644000037124901,"Census Tract 1249.01, Los Angeles County (part), Los Angeles city, California",224300
1580000US0644000037125100,0644000037125100,"Census Tract 1251, Los Angeles County (part), Los Angeles city, California",323500
1580000US0644000037125200,0644000037125200,"Census Tract 1252, Los Angeles County (part), Los Angeles city, California",281800
1580000US0644000037125310,0644000037125310,"Census Tract 1253.10, Los Angeles County (part), Los Angeles city, California",186900
1580000US0644000037125320,0644000037125320,"Census Tract 1253.20, Los Angeles County (part), Los Angeles city, California",130300
1580000US0644000037125400,0644000037125400,"Census Tract 1254, Los Angeles County (part), Los Angeles city, California",274300
1580000US0644000037125500,0644000037125500,"Census Tract 1255, Los Angeles County (part), Los Angeles city, California",271700
1580000US0644000037125600,0644000037125600,"Census Tract 1256, Los Angeles County (part), Los Angeles city, California",379200
1580000US0644000037127101,0644000037127101,"Census Tract 1271.01, Los Angeles County (part), Los Angeles city, California",179500
1580000US0644000037127102,0644000037127102,"Census Tract 1271.02, Los Angeles County (part), Los Angeles city, California",180400
1580000US0644000037127210,0644000037127210,"Census Tract 1272.10, Los Angeles County (part), Los Angeles city, California",171000
1580000US0644000037127220,0644000037127220,"Census Tract 1272.20, Los Angeles County (part), Los Angeles city, California",164900
1580000US0644000037127300,0644000037127300,"Census Tract 1273, Los Angeles County (part), Los Angeles city, California",178700
1580000US0644000037127400,0644000037127400,"Census Tract 1274, Los Angeles County (part), Los Angeles city, California",171700
1580000US0644000037127510,0644000037127510,"Census Tract 1275.10, Los Angeles County (part), Los Angeles city, California",171800
1580000US0644000037127520,0644000037127520,"Census Tract 1275.20, Los Angeles County (part), Los Angeles city, California",0
1580000US0644000037127601,0644000037127601,"Census Tract 1276.01, Los Angeles County (part), Los Angeles city, California",222900
1580000US0644000037127602,0644000037127602,"Census Tract 1276.02, Los Angeles County (part), Los Angeles city, California",173200
1580000US0644000037127710,0644000037127710,"Census Tract 1277.10, Los Angeles County (part), Los Angeles city, California",233200
1580000US0644000037127801,0644000037127801,"Census Tract 1278.01, Los Angeles County (part), Los Angeles city, California",172500
1580000US0644000037127802,0644000037127802,"Census Tract 1278.02, Los Angeles County (part), Los Angeles city, California",183000
1580000US0644000037127910,0644000037127910,"Census Tract 1279.10, Los Angeles County (part), Los Angeles city, California",182100
1580000US0644000037127920,0644000037127920,"Census Tract 1279.20, Los Angeles County (part), Los Angeles city, California",183900
1580000US0644000037128100,0644000037128100,"Census Tract 1281, Los Angeles County (part), Los Angeles city, California",190000
1580000US0644000037128210,0644000037128210,"Census Tract 1282.10, Los Angeles County (part), Los Angeles city, California",122800
1580000US0644000037128220,0644000037128220,"Census Tract 1282.20, Los Angeles County (part), Los Angeles city, California",201600
1580000US0644000037128302,0644000037128302,"Census Tract 1283.02, Los Angeles County (part), Los Angeles city, California",141800
1580000US0644000037128303,0644000037128303,"Census Tract 1283.03, Los Angeles County (part), Los Angeles city, California",112500
1580000US0644000037128400,0644000037128400,"Census Tract 1284, Los Angeles County (part), Los Angeles city, California",212000
1580000US0644000037128500,0644000037128500,"Census Tract 1285, Los Angeles County (part), Los Angeles city, California",261900
1580000US0644000037128600,0644000037128600,"Census Tract 1286, Los Angeles County (part), Los Angeles city, California",278300
1580000US0644000037128702,0644000037128702,"Census Tract 1287.02, Los Angeles County (part), Los Angeles city, California",304700
1580000US0644000037128800,0644000037128800,"Census Tract 1288, Los Angeles County (part), Los Angeles city, California",269400
1580000US0644000037128910,0644000037128910,"Census Tract 1289.10, Los Angeles County (part), Los Angeles city, California",273700
1580000US0644000037131010,0644000037131010,"Census Tract 1310.10, Los Angeles County (part), Los Angeles city, California",207800
1580000US0644000037131020,0644000037131020,"Census Tract 1310.20, Los Angeles County (part), Los Angeles city, California",162800
1580000US0644000037131100,0644000037131100,"Census Tract 1311, Los Angeles County (part), Los Angeles city, California",179300
1580000US0644000037131200,0644000037131200,"Census Tract 1312, Los Angeles County (part), Los Angeles city, California",184500
1580000US0644000037131300,0644000037131300,"Census Tract 1313, Los Angeles County (part), Los Angeles city, California",169300
1580000US0644000037131400,0644000037131400,"Census Tract 1314, Los Angeles County (part), Los Angeles city, California",166300
1580000US0644000037131600,0644000037131600,"Census Tract 1316, Los Angeles County (part), Los Angeles city, California",175800
1580000US0644000037131700,0644000037131700,"Census Tract 1317, Los Angeles County (part), Los Angeles city, California",158100
1580000US0644000037131800,0644000037131800,"Census Tract 1318, Los Angeles County (part), Los Angeles city, California",166800
1580000US0644000037131900,0644000037131900,"Census Tract 1319, Los Angeles County (part), Los Angeles city, California",167100
1580000US0644000037132000,0644000037132000,"Census Tract 1320, Los Angeles County (part), Los Angeles city, California",191100
1580000US0644000037132100,0644000037132100,"Census Tract 1321, Los Angeles County (part), Los Angeles city, California",180300
1580000US0644000037132300,0644000037132300,"Census Tract 1323, Los Angeles County (part), Los Angeles city, California",167500
1580000US0644000037132500,0644000037132500,"Census Tract 1325, Los Angeles County (part), Los Angeles city, California",149400
1580000US0644000037132700,0644000037132700,"Census Tract 1327, Los Angeles County (part), Los Angeles city, California",180200
1580000US0644000037132900,0644000037132900,"Census Tract 1329, Los Angeles County (part), Los Angeles city, California",225900
1580000US0644000037133000,0644000037133000,"Census Tract 1330, Los Angeles County (part), Los Angeles city, California",160000
1580000US0644000037133100,0644000037133100,"Census Tract 1331, Los Angeles County (part), Los Angeles city, California",201700
1580000US0644000037134000,0644000037134000,"Census Tract 1340, Los Angeles County (part), Los Angeles city, California",168000
1580000US0644000037134101,0644000037134101,"Census Tract 1341.01, Los Angeles County (part), Los Angeles city, California",211900
1580000US0644000037134103,0644000037134103,"Census Tract 1341.03, Los Angeles County (part), Los Angeles city, California",191700
1580000US0644000037134104,0644000037134104,"Census Tract 1341.04, Los Angeles County (part), Los Angeles city, California",254500
1580000US0644000037134201,0644000037134201,"Census Tract 1342.01, Los Angeles County (part), Los Angeles city, California",191100
1580000US0644000037134302,0644000037134302,"Census Tract 1343.02, Los Angeles County (part), Los Angeles city, California",216500
1580000US0644000037134303,0644000037134303,"Census Tract 1343.03, Los Angeles County (part), Los Angeles city, California",186400
1580000US0644000037134304,0644000037134304,"Census Tract 1343.04, Los Angeles County (part), Los Angeles city, California",215700
1580000US0644000037134305,0644000037134305,"Census Tract 1343.05, Los Angeles County (part), Los Angeles city, California",112500
1580000US0644000037134306,0644000037134306,"Census Tract 1343.06, Los Angeles County (part), Los Angeles city, California",188200
1580000US0644000037134401,0644000037134401,"Census Tract 1344.01 (part), Los Angeles County (part), Los Angeles city, California",370500
1580000US0644000037134421,0644000037134421,"Census Tract 1344.21, Los Angeles County (part), Los Angeles city, California",331300
1580000US0644000037134422,0644000037134422,"Census Tract 1344.22, Los Angeles County (part), Los Angeles city, California",261800
1580000US0644000037134510,0644000037134510,"Census Tract 1345.10, Los Angeles County (part), Los Angeles city, California",153200
1580000US0644000037134520,0644000037134520,"Census Tract 1345.20, Los Angeles County (part), Los Angeles city, California",115700
1580000US0644000037134710,0644000037134710,"Census Tract 1347.10, Los Angeles County (part), Los Angeles city, California",182900
1580000US0644000037134720,0644000037134720,"Census Tract 1347.20, Los Angeles County (part), Los Angeles city, California",174800
1580000US0644000037134800,0644000037134800,"Census Tract 1348, Los Angeles County (part), Los Angeles city, California",176600
1580000US0644000037134901,0644000037134901,"Census Tract 1349.01, Los Angeles County (part), Los Angeles city, California",220300
1580000US0644000037134902,0644000037134902,"Census Tract 1349.02, Los Angeles County (part), Los Angeles city, California",191100
1580000US0644000037135102,0644000037135102,"Census Tract 1351.02, Los Angeles County (part), Los Angeles city, California",244800
1580000US0644000037135111,0644000037135111,"Census Tract 1351.11, Los Angeles County (part), Los Angeles city, California",216900
1580000US0644000037135112,0644000037135112,"Census Tract 1351.12, Los Angeles County (part), Los Angeles city, California",203500
1580000US0644000037135201,0644000037135201,"Census Tract 1352.01, Los Angeles County (part), Los Angeles city, California",248500
1580000US0644000037135202,0644000037135202,"Census Tract 1352.02, Los Angeles County (part), Los Angeles city, California",234100
1580000US0644000037135203,0644000037135203,"Census Tract 1352.03 (part), Los Angeles County (part), Los Angeles city, California",248300
1580000US0644000037137000,0644000037137000,"Census Tract 1370, Los Angeles County (part), Los Angeles city, California",362000
1580000US0644000037137102,0644000037137102,"Census Tract 1371.02, Los Angeles County (part), Los Angeles city, California",284400
1580000US0644000037137201,0644000037137201,"Census Tract 1372.01, Los Angeles County (part), Los Angeles city, California",279500
1580000US0644000037137301,0644000037137301,"Census Tract 1373.01, Los Angeles County (part), Los Angeles city, California",374200
1580000US0644000037137302,0644000037137302,"Census Tract 1373.02, Los Angeles County (part), Los Angeles city, California",384300
1580000US0644000037137401,0644000037137401,"Census Tract 1374.01, Los Angeles County (part), Los Angeles city, California",321600
1580000US0644000037137402,0644000037137402,"Census Tract 1374.02, Los Angeles County (part), Los Angeles city, California",370100
1580000US0644000037137501,0644000037137501,"Census Tract 1375.01, Los Angeles County (part), Los Angeles city, California",559500
1580000US0644000037137502,0644000037137502,"Census Tract 1375.02, Los Angeles County (part), Los Angeles city, California",272900
1580000US0644000037137504,0644000037137504,"Census Tract 1375.04, Los Angeles County (part), Los Angeles city, California",598900
1580000US0644000037138000,0644000037138000,"Census Tract 1380, Los Angeles County (part), Los Angeles city, California",358300
1580000US0644000037139000,0644000037139000,"Census Tract 1390, Los Angeles County (part), Los Angeles city, California",216200
1580000US0644000037139200,0644000037139200,"Census Tract 1392, Los Angeles County (part), Los Angeles city, California",197300
